ds,y,weather
2011-06-29,2621,
2011-06-30,2474,
2011-07-01,9997,
2011-07-02,33594,
2011-07-03,1554,
2011-07-04,7295,
2011-07-05,9209,
2011-07-06,11706,
2011-07-07,2487,
2011-07-08,17095,
2011-07-09,16443,
2011-07-10,24707,
2011-07-11,1692,
2011-07-12,1550,
2011-07-13,3026,
2011-07-14,2234,
2011-07-15,2255,
2011-07-16,7266,
2011-07-17,36792,
2011-07-18,9689,
2011-07-19,8305,
2011-07-20,8131,
2011-07-21,10719,
2011-07-22,11506,
2011-07-23,36015,
2011-07-24,25702,
2011-07-25,10425,
2011-07-26,12129,
2011-07-27,498,
2011-07-28,2239,
2011-07-29,11529,
2011-07-30,44404,
2011-07-31,12168,
2011-08-01,45686,
2011-08-02,37485,
2011-08-03,22319,
2011-08-04,14342,
2011-08-05,27780,
2011-08-06,38351,
2011-08-07,30377,
2011-08-08,1775,
2011-08-09,10356,
2011-08-10,14650,
2011-08-11,16482,
2011-08-12,9698,
2011-08-13,13896,
2011-08-14,36389,
2011-08-15,52025,
2011-08-16,8579,
2011-08-17,4874,
2011-08-18,17894,
2011-08-19,14709,
2011-08-20,55135,
2011-08-21,66989,
2011-08-22,15626,
2011-08-23,15898,
2011-08-24,14816,
2011-08-25,15092,
2011-08-26,16881,
2011-08-27,50916,
2011-08-28,46344,
2011-08-29,12125,
2011-08-30,8131,
2011-08-31,18368,
2011-09-01,7600,
2011-09-02,7969,
2011-09-03,46572,
2011-09-04,59576,
2011-09-05,8062,
2011-09-06,9403,
2011-09-07,10612,
2011-09-08,7597,
2011-09-09,4563,
2011-09-10,37361,
2011-09-11,17202,
2011-09-12,68020,
2011-09-13,87246,
2011-09-14,36511,
2011-09-15,10036,
2011-09-16,13347,
2011-09-17,41502,
2011-09-18,71414,
2011-09-19,5381,
2011-09-20,16292,
2011-09-21,15264,
2011-09-22,20005,
2011-09-23,28812,
2011-09-24,96970,
2011-09-25,100729,
2011-09-26,12473,
2011-09-27,26406,
2011-09-28,22079,
2011-09-29,3716,
2011-09-30,33297,
2011-10-01,66554,
2011-10-02,134180,
2011-10-03,128688,
2011-10-04,20408,
2011-10-05,17313,
2011-10-06,29760,
2011-10-07,45070,
2011-10-08,77496,
2011-10-09,80788,
2011-10-10,18702,
2011-10-11,28802,
2011-10-12,32586,
2011-10-13,37621,
2011-10-14,26081,
2011-10-15,20282,
2011-10-16,49462,
2011-10-17,16217,
2011-10-18,23544,
2011-10-19,27035,
2011-10-20,36162,
2011-10-21,49046,
2011-10-22,83461,
2011-10-23,96458,
2011-10-24,12101,
2011-10-25,22235,
2011-10-26,12267,
2011-10-27,21246,
2011-10-28,22880,
2011-10-29,29033,
2011-10-30,108288,
2011-10-31,31181,
2011-11-01,22338,
2011-11-02,21190,
2011-11-03,20902,
2011-11-04,27917,
2011-11-05,44082,
2011-11-06,14451,
2011-11-07,9952,
2011-11-08,15077,
2011-11-09,10447,
2011-11-10,13364,
2011-11-11,13034,
2011-11-12,60688,
2011-11-13,58024,
2011-11-14,6875,
2011-11-15,6694,
2011-11-16,8855,
2011-11-17,7265,
2011-11-18,3098,
2011-11-19,17722,
2011-11-20,14414,
2011-11-21,3484,
2011-11-22,4173,
2011-11-23,3115,
2011-11-24,2784,
2011-11-25,3970,
2011-11-26,13741,
2011-11-27,10149,
2011-11-28,5606,
2011-11-29,2953,
2011-11-30,926,
2011-12-01,4103,
2011-12-02,2975,
2011-12-03,9502,
2011-12-04,14940,
2011-12-05,2864,
2011-12-06,3835,
2011-12-07,3517,
2011-12-08,2415,
2011-12-09,2486,
2011-12-10,5628,
2011-12-11,9083,
2011-12-12,3079,
2011-12-13,4559,
2011-12-14,3020,
2011-12-15,2005,
2011-12-16,1327,
2011-12-17,4913,
2011-12-18,7834,
2011-12-19,2442,
2011-12-20,3657,
2011-12-21,3362,
2011-12-22,1726,
2011-12-23,1356,
2011-12-24,5096,
2011-12-25,6351,
2011-12-26,2368,
2011-12-27,2768,
2011-12-28,3959,
2011-12-29,4836,
2011-12-30,4732,
2011-12-31,9768,
2012-01-01,12541,
2012-01-02,3395,
2012-01-03,3102,
2012-01-04,2314,
2012-01-05,2358,
2012-01-06,8270,
2012-01-07,9123,
2012-01-08,10270,
2012-01-09,3376,
2012-01-10,3287,
2012-01-11,2479,
2012-01-12,2969,
2012-01-13,6034,
2012-01-14,10471,
2012-01-15,12225,
2012-01-16,3958,
2012-01-17,3763,
2012-01-18,4300,
2012-01-19,3579,
2012-01-20,4166,
2012-01-21,6432,
2012-01-22,3981,
2012-01-23,4071,
2012-01-24,5196,
2012-01-25,2228,
2012-01-26,3325,
2012-01-27,3668,
2012-01-28,11074,
2012-01-29,12186,
2012-01-30,2686,
2012-01-31,2428,
2012-02-01,1170,
2012-02-02,706,
2012-02-03,3193,
2012-02-04,6999,
2012-02-05,12186,
2012-02-06,2894,
2012-02-07,1770,
2012-02-08,1201,
2012-02-09,1876,
2012-02-10,2863,
2012-02-11,9672,
2012-02-12,18971,
2012-02-13,11316,
2012-02-14,6572,
2012-02-15,4324,
2012-02-16,3541,
2012-02-17,2204,
2012-02-18,5375,
2012-02-19,9594,
2012-02-20,6204,
2012-02-21,5928,
2012-02-22,7437,
2012-02-23,5546,
2012-02-24,8656,
2012-02-25,16946,
2012-02-26,17103,
2012-02-27,7237,
2012-02-28,8762,
2012-02-29,12474,
2012-03-01,89768,
2012-03-02,3656,
2012-03-03,56107,
2012-03-04,39072,
2012-03-05,2205,
2012-03-06,1283,
2012-03-07,5013,
2012-03-08,3919,
2012-03-09,9443,
2012-03-10,37559,
2012-03-11,12946,
2012-03-12,2491,
2012-03-13,4661,
2012-03-14,4210,
2012-03-15,7502,
2012-03-16,3725,
2012-03-17,46692,
2012-03-18,66406,
2012-03-19,4557,
2012-03-20,4175,
2012-03-21,5841,
2012-03-22,4190,
2012-03-23,2462,
2012-03-24,14258,
2012-03-25,17177,
2012-03-26,4946,
2012-03-27,6711,
2012-03-28,8685,
2012-03-29,9062,
2012-03-30,5438,
2012-03-31,32540,
2012-04-01,35551,
2012-04-02,3622,
2012-04-03,2111,
2012-04-04,8604,
2012-04-05,10647,
2012-04-06,10423,
2012-04-07,39308,
2012-04-08,68496,
2012-04-09,14505,
2012-04-10,7705,
2012-04-11,52291,
2012-04-12,11424,
2012-04-13,16567,
2012-04-14,88608,
2012-04-15,108679,
2012-04-16,17138,
2012-04-17,28188,
2012-04-18,27420,
2012-04-19,33737,
2012-04-20,40312,
2012-04-21,5449,
2012-04-22,4570,
2012-04-23,18714,
2012-04-24,38001,
2012-04-25,1406,
2012-04-26,25842,
2012-04-27,36281,
2012-04-28,95961,
2012-04-29,111625,
2012-04-30,47316,
2012-05-01,79047,
2012-05-02,14951,
2012-05-03,29555,
2012-05-04,40419,
2012-05-05,130845,
2012-05-06,54231,
2012-05-07,14294,
2012-05-08,13509,
2012-05-09,20978,
2012-05-10,25799,
2012-05-11,33182,
2012-05-12,85090,
2012-05-13,61349,
2012-05-14,10103,
2012-05-15,20005,
2012-05-16,20357,
2012-05-17,18015,
2012-05-18,32250,
2012-05-19,72199,
2012-05-20,64920,
2012-05-21,19786,
2012-05-22,19758,
2012-05-23,23808,
2012-05-24,16252,
2012-05-25,31922,
2012-05-26,77472,
2012-05-27,106073,
2012-05-28,106069,
2012-05-29,19645,
2012-05-30,11218,
2012-05-31,19488,
2012-06-01,23406,
2012-06-02,67761,
2012-06-03,73739,
2012-06-04,16749,
2012-06-05,34202,
2012-06-06,98004,
2012-06-07,16683,
2012-06-08,21404,
2012-06-09,62563,
2012-06-10,51281,
2012-06-11,12240,
2012-06-12,16712,
2012-06-13,17303,
2012-06-14,18347,
2012-06-15,22827,
2012-06-16,43325,
2012-06-17,45065,
2012-06-18,10933,
2012-06-19,13221,
2012-06-20,11692,
2012-06-21,12018,
2012-06-22,18188,
2012-06-23,35265,
2012-06-24,34405,
2012-06-25,13743,
2012-06-26,9546,
2012-06-27,9518,
2012-06-28,9537,
2012-06-29,9488,
2012-06-30,5832,
2012-07-01,31158,
2012-07-02,6386,
2012-07-03,7134,
2012-07-04,11014,
2012-07-05,1970,
2012-07-06,8418,
2012-07-07,30590,
2012-07-08,27390,
2012-07-09,6369,
2012-07-10,6462,
2012-07-11,17954,
2012-07-12,9118,
2012-07-13,5429,
2012-07-14,11562,
2012-07-15,4018,
2012-07-16,8873,
2012-07-17,7337,
2012-07-18,3523,
2012-07-19,2001,
2012-07-20,7762,
2012-07-21,25020,
2012-07-22,16438,
2012-07-23,6738,
2012-07-24,7867,
2012-07-25,7322,
2012-07-26,6793,
2012-07-27,6084,
2012-07-28,16973,
2012-07-29,15772,
2012-07-30,10618,
2012-07-31,10748,
2012-08-01,10366,
2012-08-02,11027,
2012-08-03,12056,
2012-08-04,14710,
2012-08-05,10359,
2012-08-06,6788,
2012-08-07,5313,
2012-08-08,7047,
2012-08-09,6903,
2012-08-10,8119,
2012-08-11,24064,
2012-08-12,11591,
2012-08-13,10439,
2012-08-14,13597,
2012-08-15,2517,
2012-08-16,11273,
2012-08-17,12619,
2012-08-18,22437,
2012-08-19,21969,
2012-08-20,2670,
2012-08-21,6515,
2012-08-22,4007,
2012-08-23,8838,
2012-08-24,9546,
2012-08-25,26637,
2012-08-26,39999,
2012-08-27,6309,
2012-08-28,,
2012-08-29,5879,
2012-08-30,801,
2012-08-31,9538,
2012-09-01,45480,
2012-09-02,55197,
2012-09-03,8796,
2012-09-04,2226,
2012-09-05,7726,
2012-09-06,12067,
2012-09-07,15786,
2012-09-08,37470,
2012-09-09,54863,
2012-09-10,9525,
2012-09-11,13244,
2012-09-12,10836,
2012-09-13,2861,
2012-09-14,15157,
2012-09-15,56276,
2012-09-16,33014,
2012-09-17,420,
2012-09-18,7870,
2012-09-19,12751,
2012-09-20,18608,
2012-09-21,20977,
2012-09-22,65712,
2012-09-23,73865,
2012-09-24,12453,
2012-09-25,14069,
2012-09-26,11440,
2012-09-27,17120,
2012-09-28,13419,
2012-09-29,29502,
2012-09-30,45558,
2012-10-01,107488,
2012-10-02,102354,
2012-10-03,105745,
2012-10-04,12629,
2012-10-05,27712,
2012-10-06,58475,
2012-10-07,67315,
2012-10-08,17598,
2012-10-09,23145,
2012-10-10,10414,
2012-10-11,27066,
2012-10-12,31778,
2012-10-13,66871,
2012-10-14,77129,
2012-10-15,15710,
2012-10-16,25807,
2012-10-17,15430,
2012-10-18,24650,
2012-10-19,46219,
2012-10-20,79170,
2012-10-21,85616,
2012-10-22,2674,
2012-10-23,16543,
2012-10-24,19761,
2012-10-25,37621,
2012-10-26,45925,
2012-10-27,6826,
2012-10-28,83785,
2012-10-29,15159,
2012-10-30,17601,
2012-10-31,13143,
2012-11-01,10339,
2012-11-02,20864,
2012-11-03,59726,
2012-11-04,16908,
2012-11-05,2681,
2012-11-06,4439,
2012-11-07,9119,
2012-11-08,11469,
2012-11-09,12687,
2012-11-10,43429,
2012-11-11,4709,
2012-11-12,3501,
2012-11-13,3554,
2012-11-14,4838,
2012-11-15,6226,
2012-11-16,3606,
2012-11-17,12958,
2012-11-18,20554,
2012-11-19,4876,
2012-11-20,3760,
2012-11-21,6379,
2012-11-22,3927,
2012-11-23,5144,
2012-11-24,12968,
2012-11-25,13550,
2012-11-26,2155,
2012-11-27,3329,
2012-11-28,1978,
2012-11-29,2821,
2012-11-30,3300,
2012-12-01,6792,
2012-12-02,10881,
2012-12-03,1552,
2012-12-04,2064,
2012-12-05,1753,
2012-12-06,1077,
2012-12-07,978,
2012-12-08,2134,
2012-12-09,2217,
2012-12-10,1198,
2012-12-11,1686,
2012-12-12,2493,
2012-12-13,2299,
2012-12-14,968,
2012-12-15,6693,
2012-12-16,9031,
2012-12-17,3582,
2012-12-18,1859,
2012-12-19,3068,
2012-12-20,1952,
2012-12-21,2104,
2012-12-22,4748,
2012-12-23,3126,
2012-12-24,1667,
2012-12-25,4620,
2012-12-26,1162,
2012-12-27,2032,
2012-12-28,1691,
2012-12-29,4440,
2012-12-30,3412,
2012-12-31,2121,
2013-01-01,4245,
2013-01-02,1364,
2013-01-03,918,
2013-01-04,1243,
2013-01-05,3952,
2013-01-06,5937,
2013-01-07,2414,
2013-01-08,3176,
2013-01-09,1870,
2013-01-10,1648,
2013-01-11,2590,
2013-01-12,8396,구름 많음
2013-01-13,11199,구름 많음
2013-01-14,3151,맑음
2013-01-15,3221,구름 많음
2013-01-16,2291,흐림
2013-01-17,2357,맑음
2013-01-18,2508,맑음
2013-01-19,11674,구름 많음
2013-01-20,13663,구름 많음
2013-01-21,921,눈/비
2013-01-22,6249,구름 많음
2013-01-23,1734,눈/비
2013-01-24,2610,흐림
2013-01-25,1676,맑음
2013-01-26,3733,맑음
2013-01-27,4175,맑음
2013-01-28,2570,맑음
2013-01-29,2948,흐림
2013-01-30,3729,구름 많음
2013-01-31,6128,구름 많음
2013-02-01,712,비
2013-02-02,11002,구름 조금
2013-02-03,5472,구름 조금
2013-02-04,2521,눈
2013-02-05,2118,구름 많음
2013-02-06,2979,구름 많음
2013-02-07,943,맑음
2013-02-08,779,맑음
2013-02-09,1819,구름 조금
2013-02-10,3907,흐림
2013-02-11,7087,맑음
2013-02-12,3918,흐림
2013-02-13,3739,맑음
2013-02-14,4328,구름 조금
2013-02-15,4166,구름 조금
2013-02-16,11097,맑음
2013-02-17,14465,구름 많음
2013-02-18,3572,구름 많음
2013-02-19,3635,구름 많음
2013-02-20,2759,맑음
2013-02-21,3973,구름 조금
2013-02-22,3271,흐림
2013-02-23,11416,맑음
2013-02-24,19117,맑음
2013-02-25,6014,구름 많음
2013-02-26,4854,구름 많음
2013-02-27,9686,구름 많음
2013-02-28,11869,구름 많음
2013-03-01,23523,구름 많음
2013-03-02,23054,맑음
2013-03-03,21457,구름 조금
2013-03-04,4084,구름 많음
2013-03-05,5514,맑음
2013-03-06,6683,구름 조금
2013-03-07,2891,비
2013-03-08,6106,구름 많음
2013-03-09,76938,구름 조금
2013-03-10,32714,맑음
2013-03-11,6255,맑음
2013-03-12,7604,구름 조금
2013-03-13,2872,흐림
2013-03-14,5362,구름 조금
2013-03-15,6854,맑음
2013-03-16,64896,구름 조금
2013-03-17,62547,구름 많음
2013-03-18,6472,구름 많음
2013-03-19,5669,구름 많음
2013-03-20,2679,눈/비
2013-03-21,6186,맑음
2013-03-22,4065,구름 많음
2013-03-23,50704,맑음
2013-03-24,57699,구름 조금
2013-03-25,15260,맑음
2013-03-26,7001,맑음
2013-03-27,11707,맑음
2013-03-28,7777,구름 많음
2013-03-29,12308,맑음
2013-03-30,47878,구름 많음
2013-03-31,68047,구름 조금
2013-04-01,10881,구름 많음
2013-04-02,1836,비
2013-04-03,12358,맑음
2013-04-04,14613,구름 조금
2013-04-05,25176,구름 조금
2013-04-06,2902,비
2013-04-07,27913,구름 많음
2013-04-08,9878,맑음
2013-04-09,7500,구름 조금
2013-04-10,9321,구름 조금
2013-04-11,9660,구름 많음
2013-04-12,17512,맑음
2013-04-13,114345,맑음
2013-04-14,39178,흐림
2013-04-15,9812,구름 많음
2013-04-16,23057,구름 많음
2013-04-17,30174,흐림
2013-04-18,21978,흐림
2013-04-19,59720,구름 조금
2013-04-20,16689,비
2013-04-21,132232,맑음
2013-04-22,31454,맑음
2013-04-23,14740,흐림
2013-04-24,27930,구름 많음
2013-04-25,13428,비
2013-04-26,59047,구름 조금
2013-04-27,98888,구름 조금
2013-04-28,107683,구름 조금
2013-04-29,6826,비
2013-04-30,44262,맑음
2013-05-01,86646,구름 조금
2013-05-02,22833,구름 조금
2013-05-03,32177,구름 조금
2013-05-04,87467,구름 조금
2013-05-05,134135,맑음
2013-05-06,28678,맑음
2013-05-07,23400,맑음
2013-05-08,20578,맑음
2013-05-09,23726,구름 많음
2013-05-10,11084,비
2013-05-11,95593,구름 조금
2013-05-12,65264,구름 많음
2013-05-13,21859,구름 많음
2013-05-14,23406,구름 많음
2013-05-15,29598,흐림
2013-05-16,43378,맑음
2013-05-17,122198,구름 조금
2013-05-18,92555,흐림
2013-05-19,26255,비
2013-05-20,12710,흐림
2013-05-21,20152,맑음
2013-05-22,24529,구름 조금
2013-05-23,21209,구름 조금
2013-05-24,30717,구름 조금
2013-05-25,62523,구름 많음
2013-05-26,57504,구름 많음
2013-05-27,4485,비
2013-05-28,3482,비
2013-05-29,7731,흐림
2013-05-30,24763,맑음
2013-05-31,42662,구름 조금
2013-06-01,80165,흐림
2013-06-02,81736,맑음
2013-06-03,19490,구름 조금
2013-06-04,20973,구름 많음
2013-06-05,25704,구름 조금
2013-06-06,97873,구름 많음
2013-06-07,33259,구름 조금
2013-06-08,57856,구름 조금
2013-06-09,50463,구름 조금
2013-06-10,13301,맑음
2013-06-11,14561,흐림
2013-06-12,5819,비
2013-06-13,21056,구름 많음
2013-06-14,22557,구름 많음
2013-06-15,46828,구름 많음
2013-06-16,49277,맑음
2013-06-17,9336,흐림
2013-06-18,2022,비
2013-06-19,13887,구름 많음
2013-06-20,15662,구름 많음
2013-06-21,36600,구름 많음
2013-06-22,35847,구름 많음
2013-06-23,45419,비
2013-06-24,11478,구름 많음
2013-06-25,10593,구름 많음
2013-06-26,10586,구름 조금
2013-06-27,11106,구름 조금
2013-06-28,10332,비
2013-06-29,28135,구름 조금
2013-06-30,23645,구름 조금
2013-07-01,6715,구름 조금
2013-07-02,1196,비
2013-07-03,5630,구름 많음
2013-07-04,4536,흐림
2013-07-05,6608,흐림
2013-07-06,23059,구름 많음
2013-07-07,14547,구름 많음
2013-07-08,4431,비
2013-07-09,4477,비
2013-07-10,4588,비
2013-07-11,4513,흐림
2013-07-12,2971,비
2013-07-13,6371,비
2013-07-14,4987,비
2013-07-15,3175,비
2013-07-16,5769,흐림
2013-07-17,4223,비
2013-07-18,6188,비
2013-07-19,9260,구름 많음
2013-07-20,24202,구름 많음
2013-07-21,14973,비
2013-07-22,3298,비
2013-07-23,1845,비
2013-07-24,6466,비
2013-07-25,10613,구름 많음
2013-07-26,10654,구름 조금
2013-07-27,25881,구름 많음
2013-07-28,10392,비
2013-07-29,17372,구름 많음
2013-07-30,17949,구름 많음
2013-07-31,17283,흐림
2013-08-01,23278,구름 많음
2013-08-02,18240,흐림
2013-08-03,25572,흐림
2013-08-04,18993,비
2013-08-05,9536,구름 많음
2013-08-06,7269,비
2013-08-07,9781,구름 많음
2013-08-08,13031,구름 많음
2013-08-09,8856,비
2013-08-10,16328,흐림
2013-08-11,19175,구름 많음
2013-08-12,6542,구름 많음
2013-08-13,7212,구름 많음
2013-08-14,8344,구름 많음
2013-08-15,22825,구름 많음
2013-08-16,9901,구름 많음
2013-08-17,22966,구름 많음
2013-08-18,18681,흐림
2013-08-19,6370,비
2013-08-20,6234,구름 조금
2013-08-21,9673,구름 조금
2013-08-22,6558,구름 많음
2013-08-23,5187,비
2013-08-24,24749,구름 조금
2013-08-25,29861,구름 조금
2013-08-26,7175,구름 많음
2013-08-27,7658,구름 조금
2013-08-28,7888,구름 많음
2013-08-29,2034,비
2013-08-30,10101,구름 많음
2013-08-31,49279,구름 조금
2013-09-01,61396,구름 조금
2013-09-02,9821,구름 조금
2013-09-03,13147,맑음
2013-09-04,10238,맑음
2013-09-05,9266,구름 많음
2013-09-06,10892,흐림
2013-09-07,69970,구름 많음
2013-09-08,76592,구름 조금
2013-09-09,9830,구름 많음
2013-09-10,9204,흐림
2013-09-11,2453,비
2013-09-12,15742,흐림
2013-09-13,1619,비
2013-09-14,12561,비
2013-09-15,63531,구름 조금
2013-09-16,10303,맑음
2013-09-17,13036,맑음
2013-09-18,38832,맑음
2013-09-19,54143,맑음
2013-09-20,102761,구름 조금
2013-09-21,91219,구름 많음
2013-09-22,57532,구름 많음
2013-09-23,12061,구름 많음
2013-09-24,2622,비
2013-09-25,15130,구름 많음
2013-09-26,21759,맑음
2013-09-27,26828,맑음
2013-09-28,47829,흐림
2013-09-29,10521,비
2013-09-30,24412,비
2013-10-01,21980,구름 조금
2013-10-02,19723,구름 많음
2013-10-03,126721,맑음
2013-10-04,42193,맑음
2013-10-05,75338,맑음
2013-10-06,73680,구름 조금
2013-10-07,14067,흐림
2013-10-08,9508,비
2013-10-09,96937,구름 조금
2013-10-10,28553,구름 조금
2013-10-11,29330,흐림
2013-10-12,61910,맑음
2013-10-13,75789,맑음
2013-10-14,20810,맑음
2013-10-15,10755,흐림
2013-10-16,20076,맑음
2013-10-17,21979,맑음
2013-10-18,49132,맑음
2013-10-19,62978,구름 많음
2013-10-20,72595,구름 조금
2013-10-21,28878,맑음
2013-10-22,28619,맑음
2013-10-23,20976,맑음
2013-10-24,32926,구름 조금
2013-10-25,27826,맑음
2013-10-26,54306,맑음
2013-10-27,67874,맑음
2013-10-28,17816,구름 조금
2013-10-29,14575,구름 많음
2013-10-30,14872,맑음
2013-10-31,29701,맑음
2013-11-01,22644,구름 조금
2013-11-02,13665,흐림
2013-11-03,50508,구름 조금
2013-11-04,13803,구름 많음
2013-11-05,14487,맑음
2013-11-06,8473,흐림
2013-11-07,15671,구름 많음
2013-11-08,16183,맑음
2013-11-09,27233,흐림
2013-11-10,27580,맑음
2013-11-11,5917,맑음
2013-11-12,5835,맑음
2013-11-13,7058,맑음
2013-11-14,6416,흐림
2013-11-15,8930,구름 조금
2013-11-16,26383,구름 조금
2013-11-17,11102,구름 많음
2013-11-18,3384,구름 조금
2013-11-19,2979,구름 많음
2013-11-20,3230,맑음
2013-11-21,3308,맑음
2013-11-22,4846,맑음
2013-11-23,16645,구름 조금
2013-11-24,11746,흐림
2013-11-25,1207,흐림
2013-11-26,2633,구름 많음
2013-11-27,2719,눈/비
2013-11-28,2216,구름 많음
2013-11-29,2402,구름 조금
2013-11-30,13539,구름 많음
2013-12-01,15502,구름 조금
2013-12-02,3140,구름 많음
2013-12-03,3036,구름 많음
2013-12-04,3120,구름 조금
2013-12-05,2196,구름 많음
2013-12-06,245,맑음
2013-12-07,12297,구름 많음
2013-12-08,10625,구름 조금
2013-12-09,1137,비
2013-12-10,2493,맑음
2013-12-11,2674,눈
2013-12-12,2689,흐림
2013-12-13,1166,구름 많음
2013-12-14,3244,구름 많음
2013-12-15,4481,구름 조금
2013-12-16,1818,구름 많음
2013-12-17,2479,구름 많음
2013-12-18,9005,구름 조금
2013-12-19,2263,구름 많음
2013-12-20,1539,구름 조금
2013-12-21,4569,맑음
2013-12-22,5484,맑음
2013-12-23,3264,구름 많음
2013-12-24,3505,맑음
2013-12-25,13087,맑음
2013-12-26,2759,흐림
2013-12-27,1771,맑음
2013-12-28,3511,맑음
2013-12-29,5336,맑음
2013-12-30,4268,구름 조금
2013-12-31,5168,구름 조금
2014-01-01,13309,구름 조금
2014-01-02,5508,맑음
2014-01-03,6076,구름 많음
2014-01-04,15198,맑음
2014-01-05,15162,구름 많음
2014-01-06,4357,맑음
2014-01-07,4471,구름 많음
2014-01-08,4075,흐림
2014-01-09,1767,맑음
2014-01-10,1835,구름 조금
2014-01-11,8752,구름 많음
2014-01-12,10060,구름 많음
2014-01-13,2119,맑음
2014-01-14,2942,맑음
2014-01-15,4061,맑음
2014-01-16,6628,구름 많음
2014-01-17,3337,맑음
2014-01-18,10834,맑음
2014-01-19,9608,맑음
2014-01-20,1897,눈
2014-01-21,1773,구름 많음
2014-01-22,2776,맑음
2014-01-23,4246,구름 조금
2014-01-24,3802,구름 많음
2014-01-25,3623,비
2014-01-26,11703,맑음
2014-01-27,3412,맑음
2014-01-28,3200,구름 많음
2014-01-29,3780,맑음
2014-01-30,,
2014-01-31,,
2014-02-01,,
2014-02-02,,
2014-02-03,,
2014-02-04,,
2014-02-05,,
2014-02-06,,
2014-02-07,,
2014-02-08,,
2014-02-09,,
2014-02-10,,
2014-02-11,,
2014-02-12,,
2014-02-13,,
2014-02-14,,
2014-02-15,,
2014-02-16,,
2014-02-17,,
2014-02-18,,
2014-02-19,,
2014-02-20,,
2014-02-21,,
2014-02-22,,
2014-02-23,,
2014-02-24,,
2014-02-25,,
2014-02-26,,
2014-02-27,,
2014-02-28,,
2014-03-01,,
2014-03-02,,
2014-03-03,22,맑음
2014-03-04,44898,구름 많음
2014-03-05,3272,구름 조금
2014-03-06,2097,맑음
2014-03-07,7804,맑음
2014-03-08,23176,구름 조금
2014-03-09,16072,눈
2014-03-10,4312,맑음
2014-03-11,4439,구름 조금
2014-03-12,2410,구름 많음
2014-03-13,894,구름 많음
2014-03-14,4,구름 많음
2014-03-15,768,맑음
2014-03-16,854,구름 조금
2014-03-17,128,구름 조금
2014-03-18,282,구름 많음
2014-03-19,232,구름 많음
2014-03-20,208,구름 많음
2014-03-21,518,맑음
2014-03-22,1532,맑음
2014-03-23,814,맑음
2014-03-24,164,구름 조금
2014-03-25,326,구름 많음
2014-03-26,398,구름 많음
2014-03-27,314,맑음
2014-03-28,658,구름 조금
2014-03-29,1060,흐림
2014-03-30,1158,구름 많음
2014-03-31,450,구름 많음
2014-04-01,904,구름 조금
2014-04-02,586,구름 조금
2014-04-03,342,흐림
2014-04-04,11550,맑음
2014-04-05,52194,구름 조금
2014-04-06,73375,맑음
2014-04-07,15037,구름 많음
2014-04-08,16161,맑음
2014-04-09,13240,맑음
2014-04-10,14809,구름 조금
2014-04-11,22339,구름 많음
2014-04-12,65994,흐림
2014-04-13,78631,구름 많음
2014-04-14,29328,맑음
2014-04-15,16828,구름 조금
2014-04-16,11350,구름 많음
2014-04-17,10846,구름 조금
2014-04-18,19685,구름 조금
2014-04-19,55626,구름 많음
2014-04-20,76661,구름 조금
2014-04-21,16965,구름 조금
2014-04-22,14877,구름 조금
2014-04-23,15019,맑음
2014-04-24,13555,맑음
2014-04-25,18989,맑음
2014-04-26,73973,구름 조금
2014-04-27,8646,비
2014-04-28,1605,비
2014-04-29,5902,비
2014-04-30,26286,흐림
2014-05-01,73696,맑음
2014-05-02,35861,구름 조금
2014-05-03,88194,맑음
2014-05-04,88925,구름 조금
2014-05-05,173541,맑음
2014-05-06,92502,맑음
2014-05-07,12302,구름 조금
2014-05-08,12471,흐림
2014-05-09,26330,맑음
2014-05-10,73512,맑음
2014-05-11,39563,구름 많음
2014-05-12,8264,구름 많음
2014-05-13,19100,맑음
2014-05-14,19631,구름 조금
2014-05-15,24126,구름 많음
2014-05-16,27404,맑음
2014-05-17,77728,구름 조금
2014-05-18,85039,맑음
2014-05-19,16682,맑음
2014-05-20,17051,구름 많음
2014-05-21,16178,구름 조금
2014-05-22,22122,맑음
2014-05-23,23554,맑음
2014-05-24,78161,구름 조금
2014-05-25,34713,흐림
2014-05-26,17299,구름 많음
2014-05-27,16724,맑음
2014-05-28,19311,구름 많음
2014-05-29,17600,구름 조금
2014-05-30,25067,맑음
2014-05-31,52619,맑음
2014-06-01,53027,구름 많음
2014-06-02,15894,흐림
2014-06-03,4686,비
2014-06-04,66358,구름 많음
2014-06-05,35990,흐림
2014-06-06,96632,구름 조금
2014-06-07,74435,구름 많음
2014-06-08,55880,구름 많음
2014-06-09,11438,구름 많음
2014-06-10,10812,구름 많음
2014-06-11,10293,비
2014-06-12,14167,구름 많음
2014-06-13,17415,비
2014-06-14,52006,구름 조금
2014-06-15,51718,맑음
2014-06-16,10456,구름 많음
2014-06-17,9744,구름 많음
2014-06-18,9221,구름 많음
2014-06-19,12526,구름 많음
2014-06-20,13456,구름 많음
2014-06-21,32724,흐림
2014-06-22,36597,흐림
2014-06-23,5542,구름 많음
2014-06-24,10962,구름 많음
2014-06-25,11332,구름 조금
2014-06-26,10616,구름 많음
2014-06-27,10409,구름 많음
2014-06-28,32093,비
2014-06-29,41558,구름 많음
2014-06-30,7332,구름 많음
2014-07-01,6650,구름 조금
2014-07-02,6036,구름 많음
2014-07-03,3062,비
2014-07-04,7923,구름 많음
2014-07-05,28515,구름 조금
2014-07-06,29386,흐림
